Time,II,PLETH
00:01:59.688,0.415,0.516
00:01:59.696,0.435,0.509
00:01:59.704,0.445,0.502
00:01:59.712,0.445,0.495
00:01:59.72,0.435,0.487
00:01:59.728,0.435,0.478
00:01:59.736,0.435,0.469
00:01:59.744,0.435,0.460
00:01:59.752,0.430,0.452
00:01:59.76,0.440,0.442
00:01:59.768,0.435,0.431
00:01:59.776,0.440,0.421
00:01:59.784,0.440,0.412
00:01:59.792,0.440,0.404
00:01:59.8,0.435,0.397
00:01:59.808,0.435,0.389
00:01:59.816,0.430,0.381
00:01:59.824,0.425,0.373
00:01:59.832,0.425,0.367
00:01:59.84,0.415,0.361
00:01:59.848,0.420,0.355
00:01:59.856,0.420,0.349
00:01:59.864,0.420,0.344
00:01:59.872,0.410,0.339
00:01:59.88,0.410,0.335
00:01:59.888,0.405,0.332
00:02:56.64,0.485,0.275
00:02:56.648,0.475,0.273
00:02:56.656,0.475,0.271
00:02:56.664,0.475,0.270
00:02:56.672,0.475,0.270
00:02:56.68,0.475,0.270
00:02:56.688,0.480,0.270
00:02:56.696,0.475,0.270
00:02:56.704,0.480,0.270
00:02:56.712,0.470,0.270
00:02:56.72,0.475,0.270
00:02:56.728,0.466,0.270
00:02:56.736,0.450,0.270
00:02:56.744,0.480,0.270
00:02:56.752,0.546,0.272
00:02:56.76,0.650,0.277
00:02:56.768,0.780,0.286
00:02:56.776,0.865,0.304
00:02:56.784,0.910,0.329
00:02:56.792,0.895,0.362
00:02:56.8,0.840,0.402
00:02:56.808,0.805,0.446
00:02:56.816,0.735,0.487
00:02:56.824,0.650,0.525
00:02:56.832,0.515,0.568
00:02:56.84,0.360,0.610
00:02:56.848,0.296,0.648
00:02:56.856,0.284,0.681
00:02:56.864,0.325,0.708
00:02:56.872,0.345,0.728
00:02:56.88,0.345,0.742
00:02:56.888,0.355,0.749
00:02:56.896,0.376,0.752
00:02:56.904,0.369,0.751
00:02:56.912,0.355,0.745
00:02:56.92,0.340,0.737
00:02:56.928,0.310,0.727
00:02:56.936,0.300,0.717
00:02:56.944,0.284,0.704
00:02:56.952,0.289,0.690
00:02:56.96,0.280,0.675
00:02:56.968,0.270,0.660
00:02:56.976,0.255,0.643
00:02:56.984,0.250,0.627
00:02:56.992,0.235,0.611
00:02:57,0.230,0.594
00:02:57.008,0.225,0.580
00:02:57.016,0.230,0.566
00:02:57.024,0.230,0.554
00:02:57.032,0.230,0.543
00:02:57.04,0.245,0.532
00:05:01.496,0.461,0.310
00:05:01.504,0.470,0.309
00:05:01.512,0.470,0.307
00:05:01.52,0.470,0.304
00:05:01.528,0.470,0.301
00:05:01.536,0.470,0.298
00:05:01.544,0.470,0.296
00:05:01.552,0.470,0.295
00:05:01.56,0.470,0.295
00:05:01.568,0.470,0.294
00:05:01.576,0.470,0.294
00:05:01.584,0.475,0.293
00:05:01.592,0.470,0.293
00:05:01.6,0.454,0.293
00:05:01.608,0.450,0.291
00:05:01.616,0.515,0.289
00:05:01.624,0.600,0.287
00:05:01.632,0.735,0.285
00:05:01.64,0.840,0.283
00:05:01.648,0.890,0.281
00:05:01.656,0.885,0.280
00:05:01.664,0.820,0.280
00:05:01.672,0.789,0.282
00:05:01.68,0.730,0.286
00:05:01.688,0.665,0.296
00:05:01.696,0.546,0.309
00:05:01.704,0.369,0.326
00:05:01.712,0.284,0.353
00:05:01.72,0.260,0.388
00:05:01.728,0.280,0.430
00:05:01.736,0.296,0.476
00:05:01.744,0.310,0.524
00:05:01.752,0.325,0.571
00:05:01.76,0.345,0.615
00:05:01.768,0.369,0.654
00:05:01.776,0.369,0.687
00:05:01.784,0.350,0.713
00:05:01.792,0.335,0.730
00:05:01.8,0.325,0.742
00:05:01.808,0.310,0.749
00:05:01.816,0.300,0.753
00:05:01.824,0.289,0.753
00:05:01.832,0.280,0.748
00:05:01.84,0.275,0.740
00:05:01.848,0.255,0.730
00:05:01.856,0.250,0.718
00:05:01.864,0.245,0.706
00:05:01.872,0.235,0.692
00:05:01.88,0.235,0.676
00:05:01.888,0.235,0.660
00:05:01.896,0.240,0.645
00:05:01.904,0.250,0.630
00:05:01.912,0.270,0.617
00:05:01.92,0.289,0.602
00:05:01.928,0.320,0.589
00:05:01.936,0.350,0.578
00:05:01.944,0.381,0.566
00:05:01.952,0.405,0.555
00:05:01.96,0.430,0.545
00:05:01.968,0.454,0.537
00:05:01.976,0.475,0.528
00:05:01.984,0.490,0.519
00:05:01.992,0.500,0.511
00:05:02,0.510,0.503
00:05:02.008,0.515,0.497
00:05:07.056,0.470,0.269
00:05:07.064,0.480,0.266
00:05:07.072,0.470,0.264
00:05:07.08,0.470,0.262
00:05:07.088,0.470,0.260
00:05:07.096,0.470,0.256
00:05:07.104,0.470,0.251
00:05:07.112,0.470,0.247
00:05:07.12,0.470,0.244
00:05:07.128,0.470,0.241
00:05:07.136,0.466,0.239
00:05:07.144,0.461,0.238
00:05:07.152,0.440,0.237
00:05:07.16,0.461,0.237
00:05:07.168,0.495,0.239
00:05:07.176,0.600,0.243
00:05:07.184,0.730,0.252
00:05:07.192,0.840,0.267
00:05:07.2,0.900,0.287
00:05:07.208,0.910,0.316
00:05:07.216,0.835,0.351
00:05:07.224,0.789,0.393
00:05:07.232,0.730,0.438
00:05:07.24,0.670,0.486
00:05:07.248,0.585,0.533
00:05:07.256,0.435,0.576
00:05:07.264,0.320,0.615
00:05:07.272,0.284,0.644
00:05:07.28,0.310,0.666
00:05:07.288,0.345,0.684
00:05:07.296,0.369,0.698
00:05:07.304,0.390,0.707
00:05:07.312,0.369,0.710
00:05:07.32,0.345,0.710
00:05:07.328,0.320,0.705
00:05:07.336,0.284,0.698
00:05:07.344,0.265,0.688
00:05:07.352,0.255,0.676
00:05:07.36,0.255,0.664
00:05:07.368,0.250,0.649
00:05:07.376,0.245,0.634
00:05:07.384,0.235,0.620
00:05:07.392,0.235,0.604
00:05:07.4,0.225,0.587
00:05:07.408,0.225,0.572
00:05:07.416,0.216,0.557
00:05:07.424,0.211,0.543
00:05:07.432,0.211,0.530
00:05:25.088,0.466,0.289
00:05:25.096,0.461,0.286
00:05:25.104,0.466,0.284
00:05:25.112,0.470,0.283
00:05:25.12,0.470,0.283
00:05:25.128,0.470,0.283
00:05:25.136,0.470,0.283
00:05:25.144,0.470,0.283
00:05:25.152,0.470,0.283
00:05:25.16,0.466,0.283
00:05:25.168,0.466,0.283
00:05:25.176,0.470,0.283
00:05:25.184,0.461,0.282
00:05:25.192,0.470,0.281
00:05:25.2,0.466,0.280
00:05:25.208,0.470,0.279
00:05:25.216,0.470,0.278
00:05:25.224,0.480,0.278
00:05:25.232,0.470,0.282
00:05:25.24,0.475,0.288
00:05:25.248,0.485,0.302
00:05:25.256,0.490,0.324
00:05:25.264,0.485,0.353
00:05:25.272,0.490,0.389
00:05:25.28,0.490,0.431
00:05:25.288,0.495,0.477
00:05:25.296,0.515,0.524
00:05:25.304,0.530,0.568
00:05:25.312,0.539,0.609
00:05:25.32,0.550,0.645
00:05:25.328,0.565,0.674
00:05:25.336,0.585,0.695
00:05:25.344,0.600,0.708
00:05:25.352,0.585,0.719
00:05:25.36,0.555,0.725
00:05:25.368,0.515,0.728
00:05:25.376,0.485,0.726
00:05:25.384,0.454,0.721
00:05:25.392,0.435,0.714
00:05:25.4,0.400,0.704
00:05:25.408,0.376,0.692
00:05:25.416,0.365,0.679
00:05:25.424,0.350,0.666
00:05:25.432,0.350,0.652
00:05:25.44,0.345,0.638
00:05:25.448,0.350,0.625
00:05:25.456,0.345,0.611
00:05:25.464,0.330,0.597
00:05:25.472,0.070,0.585
00:05:25.48,-0.129,0.573
00:05:25.488,-0.129,0.560
00:05:25.496,-0.129,0.548
00:05:25.504,-0.129,0.537
00:05:25.512,-0.129,0.526
00:05:25.52,-0.115,0.516
00:05:25.528,-0.050,0.509
00:05:25.536,-0.039,0.505
00:05:25.544,0.025,0.500
00:05:25.552,0.105,0.495
00:05:25.56,0.150,0.489
00:05:25.568,0.180,0.483
00:05:25.576,0.216,0.476
00:05:25.584,0.260,0.468
00:05:25.592,0.296,0.460
00:05:25.6,0.320,0.453
00:05:25.608,0.355,0.444
00:05:25.616,0.390,0.435
00:05:25.624,0.420,0.425
00:05:25.632,0.461,0.417
00:05:25.64,0.490,0.412
00:05:25.648,0.515,0.405
00:05:25.656,0.546,0.398
00:05:25.664,0.565,0.392
00:05:25.672,0.580,0.385
00:05:25.68,0.595,0.379
00:05:25.688,0.615,0.374
00:05:25.696,0.619,0.369
00:05:25.704,0.631,0.365
00:05:25.712,0.631,0.361
00:05:25.72,0.631,0.357
00:05:25.728,0.631,0.353
00:05:25.736,0.631,0.349
00:05:25.744,0.631,0.346
00:05:25.752,0.631,0.341
00:05:25.76,0.645,0.337
00:05:25.768,0.650,0.333
00:05:25.776,0.655,0.329
00:05:25.784,0.655,0.326
00:05:25.792,0.650,0.322
00:05:25.8,0.635,0.319
00:05:25.808,0.624,0.315
00:05:25.816,0.605,0.312
00:05:25.824,0.600,0.308
00:05:25.832,0.590,0.305
00:05:25.84,0.590,0.303
00:05:25.848,0.590,0.301
00:05:25.856,0.590,0.298
00:05:25.864,0.580,0.296
00:05:25.872,0.570,0.293
00:05:25.88,0.560,0.291
00:05:25.888,0.560,0.288
00:05:25.896,0.565,0.286
00:05:25.904,0.575,0.283
00:05:25.912,0.585,0.282
00:05:25.92,0.590,0.281
00:05:25.928,0.600,0.279
00:05:25.936,0.610,0.279
00:05:25.944,0.615,0.280
00:05:43.656,0.405,0.363
00:05:43.664,0.410,0.356
00:05:43.672,0.405,0.348
00:05:43.68,0.400,0.341
00:05:43.688,0.405,0.335
00:05:43.696,0.400,0.330
00:05:43.704,0.405,0.327
00:05:43.712,0.395,0.324
00:05:43.72,0.395,0.321
00:05:43.728,0.395,0.319
00:05:43.736,0.400,0.315
00:05:43.744,0.405,0.312
00:05:43.752,0.405,0.307
00:05:43.76,0.410,0.303
00:05:43.768,0.405,0.300
00:05:43.776,0.410,0.297
00:05:43.784,0.410,0.294
00:05:43.792,-0.075,0.292
00:05:43.8,-0.129,0.291
00:05:43.808,-0.129,0.289
00:05:43.816,-0.129,0.287
00:05:43.824,-0.080,0.285
00:05:43.832,-0.005,0.283
00:05:43.84,0.070,0.281
00:05:43.848,0.140,0.280
00:05:43.856,0.220,0.279
00:05:43.864,0.284,0.277
00:05:43.872,0.355,0.275
00:05:43.88,0.420,0.273
00:05:43.888,0.480,0.270
00:05:43.896,0.515,0.268
00:05:43.904,0.560,0.266
00:05:43.912,0.590,0.263
00:05:43.92,0.624,0.260
00:05:43.928,0.650,0.258
00:05:43.936,0.675,0.256
00:05:43.944,0.695,0.254
00:05:43.952,0.709,0.253
00:05:43.96,0.725,0.252
00:05:43.968,0.735,0.250
00:05:43.976,0.740,0.249
00:05:43.984,0.740,0.248
00:05:43.992,0.735,0.249
00:05:44,0.730,0.251
00:05:44.008,0.725,0.254
00:05:44.016,0.720,0.260
00:05:44.024,0.720,0.273
00:05:44.032,0.709,0.292
00:05:44.04,0.699,0.320
00:05:44.048,0.685,0.355
00:05:44.056,0.680,0.396
00:05:44.064,0.680,0.442
00:05:44.072,0.675,0.491
00:05:44.08,0.670,0.539
00:05:44.088,0.665,0.585
00:05:44.096,0.680,0.620
00:05:44.104,0.685,0.648
00:05:44.112,0.690,0.674
00:05:44.12,0.680,0.694
00:05:44.128,0.635,0.707
00:05:44.136,0.595,0.714
00:05:44.144,0.555,0.716
00:05:44.152,0.515,0.715
00:05:44.16,0.475,0.710
00:05:44.168,0.445,0.702
00:05:44.176,0.415,0.690
00:05:44.184,0.400,0.677
00:05:44.192,0.390,0.665
00:05:44.2,0.385,0.652
00:05:44.208,0.381,0.638
00:05:44.216,0.376,0.624
00:05:44.224,0.376,0.608
00:05:44.232,0.376,0.593
00:05:44.24,0.381,0.578
00:05:44.248,0.376,0.563
00:05:44.256,0.390,0.547
00:05:44.264,0.425,0.531
00:05:44.272,0.445,0.516
00:05:44.28,0.435,0.505
00:06:16.528,0.435,0.423
00:06:16.536,0.435,0.416
00:06:16.544,0.440,0.409
00:06:16.552,0.445,0.402
00:06:16.56,0.435,0.395
00:06:16.568,0.435,0.387
00:06:16.576,0.435,0.379
00:06:16.584,0.425,0.372
00:06:16.592,0.410,0.368
00:06:16.6,0.410,0.362
00:06:16.608,0.400,0.356
00:06:16.616,0.390,0.351
00:06:16.624,0.369,0.346
00:06:16.632,-0.044,0.342
00:06:16.64,-0.129,0.338
00:06:16.648,-0.129,0.334
00:06:16.656,-0.129,0.331
00:06:16.664,-0.129,0.327
00:06:16.672,-0.129,0.325
00:06:16.68,-0.129,0.322
00:06:16.688,-0.129,0.319
00:06:16.696,-0.030,0.315
00:06:16.704,0.065,0.313
00:06:16.712,0.150,0.311
00:06:16.72,0.204,0.309
00:06:16.728,0.250,0.308
00:06:16.736,0.310,0.306
00:06:16.744,0.376,0.304
00:06:16.752,0.440,0.301
00:06:16.76,0.490,0.298
00:06:16.768,0.534,0.295
00:06:16.776,0.570,0.292
00:06:16.784,0.600,0.291
00:06:16.792,0.624,0.289
00:06:16.8,0.650,0.288
00:06:16.808,0.670,0.285
00:06:16.816,0.685,0.283
00:06:16.824,0.699,0.282
00:06:16.832,0.709,0.279
00:06:16.84,0.716,0.278
00:06:16.848,0.725,0.277
00:06:16.856,0.725,0.277
00:06:16.864,0.725,0.277
00:06:16.872,0.725,0.275
00:06:16.88,0.725,0.274
00:06:16.888,0.720,0.274
00:06:16.896,0.725,0.272
00:06:16.904,0.725,0.271
00:06:16.912,0.720,0.271
00:06:16.92,0.716,0.275
00:06:16.928,0.720,0.283
00:06:16.936,0.716,0.300
00:06:16.944,0.709,0.326
00:06:16.952,0.709,0.358
00:06:16.96,0.709,0.398
00:06:16.968,0.716,0.443
00:06:16.976,0.704,0.491
00:06:16.984,0.704,0.533
00:06:16.992,0.704,0.570
00:06:17,0.709,0.610
00:06:17.008,0.720,0.647
00:06:17.016,0.730,0.679
00:06:17.024,0.740,0.705
00:06:17.032,0.765,0.724
00:06:17.04,0.775,0.736
00:06:17.048,0.800,0.741
00:06:17.056,0.810,0.742
00:06:17.064,0.789,0.738
00:06:17.072,0.750,0.732
00:06:17.08,0.716,0.724
00:06:17.088,0.685,0.715
00:06:17.096,0.660,0.704
00:06:17.104,0.635,0.690
00:06:17.112,0.610,0.675
00:06:17.12,0.600,0.660
00:06:17.128,0.590,0.642
00:06:17.136,0.580,0.626
00:06:17.144,0.575,0.610
00:06:17.152,0.570,0.595
00:06:17.16,0.570,0.582
00:06:17.168,0.570,0.569
00:06:17.176,0.570,0.556
00:06:17.184,0.565,0.545
00:06:17.192,0.560,0.536
00:06:17.2,0.595,0.525
00:06:17.208,0.610,0.516
00:06:17.216,0.600,0.507
00:06:17.224,0.619,0.500
00:06:17.232,0.595,0.492
00:06:17.24,0.546,0.485
00:06:17.248,0.490,0.478
00:06:17.256,0.510,0.470
00:06:17.264,0.520,0.462
00:06:17.272,0.515,0.455
00:06:17.28,0.515,0.447
00:06:17.288,0.495,0.441
00:06:17.296,0.495,0.433
00:06:17.304,0.495,0.424
00:06:17.312,0.490,0.415
00:06:17.32,0.490,0.408
00:06:17.328,0.490,0.399
00:06:17.336,0.490,0.390
00:06:17.344,0.485,0.382
00:06:17.352,0.490,0.375
00:06:17.36,0.485,0.370
00:06:17.368,0.475,0.364
00:06:17.376,0.470,0.358
00:06:17.384,0.461,0.352
00:06:17.392,0.450,0.346
00:06:17.4,0.445,0.340
00:06:17.408,0.445,0.333
00:06:17.416,0.435,0.327
00:06:17.424,0.425,0.322
00:06:17.432,0.420,0.317
00:06:17.44,0.420,0.314
00:06:17.448,0.420,0.311
00:06:17.456,0.415,0.308
00:06:17.464,0.420,0.305
00:06:17.472,0.420,0.302
00:06:17.48,0.420,0.300
00:06:17.488,0.425,0.297
00:06:17.496,0.420,0.293
00:06:17.504,0.435,0.289
00:06:17.512,0.440,0.284
00:06:17.52,0.445,0.281
00:06:17.528,0.445,0.277
00:06:17.536,0.450,0.274
00:06:17.544,0.445,0.271
00:06:17.552,0.450,0.268
00:06:17.56,0.445,0.266
00:06:17.568,0.445,0.264
00:06:17.576,0.445,0.263
00:06:17.584,0.445,0.262
00:06:17.592,0.440,0.261
00:06:17.6,0.435,0.260
00:06:17.608,0.430,0.258
00:06:17.616,0.425,0.256
00:06:17.624,0.425,0.254
00:06:17.632,0.420,0.253
00:06:17.64,0.415,0.251
00:06:17.648,0.415,0.250
00:06:17.656,0.415,0.249
00:06:17.664,0.410,0.248
00:06:17.672,0.400,0.246
00:06:17.68,0.400,0.246
00:06:17.688,0.395,0.246
00:06:17.696,0.385,0.247
00:06:17.704,0.369,0.249
00:06:17.712,0.365,0.255
00:06:17.72,0.365,0.267
00:06:17.728,0.369,0.286
00:06:17.736,0.376,0.312
00:06:17.744,0.369,0.346
00:06:17.752,0.376,0.386
00:06:17.76,0.376,0.431
00:06:17.768,0.385,0.479
00:06:17.776,0.385,0.520
00:06:17.784,0.395,0.557
00:06:17.792,0.415,0.595
00:06:17.8,0.435,0.630
00:06:17.808,0.440,0.661
00:06:17.816,0.461,0.684
00:06:17.824,0.470,0.701
00:06:17.832,0.405,0.711
00:06:17.84,0.220,0.715
00:06:17.848,0.095,0.714
00:06:17.856,0.034,0.709
00:06:17.864,0.025,0.702
00:06:17.872,0.030,0.693
00:06:17.88,0.046,0.683
00:06:17.888,0.060,0.673
00:06:17.896,0.070,0.662
00:06:17.904,0.070,0.649
00:06:17.912,0.090,0.636
00:06:17.92,0.119,0.622
00:06:17.928,0.160,0.606
00:06:17.936,0.204,0.589
00:06:17.944,0.245,0.573
00:06:17.952,0.284,0.557
00:06:17.96,0.315,0.542
00:06:17.968,0.345,0.527
00:06:17.976,0.365,0.515
00:06:17.984,0.420,0.505
00:06:17.992,0.475,0.496
00:06:18,0.490,0.487
00:06:18.008,0.530,0.479
00:06:18.016,0.515,0.472
00:06:18.024,0.490,0.466
00:06:18.032,0.430,0.459
00:06:18.04,0.425,0.454
00:06:18.048,0.480,0.447
00:06:18.056,0.485,0.439
00:06:18.064,0.475,0.430
00:06:18.072,0.490,0.421
00:06:18.08,0.495,0.413
00:06:18.088,0.495,0.407
00:06:18.096,0.500,0.400
00:06:18.104,0.505,0.392
00:06:18.112,0.515,0.385
00:06:18.12,0.520,0.377
00:06:18.128,0.520,0.370
00:06:18.136,0.515,0.365
00:06:18.144,0.510,0.359
00:06:18.152,0.510,0.354
00:06:18.16,0.500,0.348
00:07:07.632,0.450,0.302
00:07:07.64,0.445,0.300
00:07:07.648,0.450,0.298
00:07:07.656,0.454,0.296
00:07:07.664,0.466,0.294
00:07:07.672,0.470,0.292
00:07:07.68,0.475,0.290
00:07:07.688,0.470,0.287
00:07:07.696,0.470,0.284
00:07:07.704,0.470,0.282
00:07:07.712,0.470,0.280
00:07:07.72,0.475,0.277
00:07:07.728,0.480,0.275
00:07:07.736,0.475,0.273
00:07:07.744,0.480,0.271
00:07:07.752,0.475,0.269
00:07:07.76,0.454,0.269
00:07:07.768,0.450,0.268
00:07:07.776,0.510,0.267
00:07:07.784,0.600,0.265
00:07:07.792,0.740,0.263
00:07:07.8,0.840,0.261
00:07:07.808,0.890,0.259
00:07:07.816,0.881,0.257
00:07:07.824,0.815,0.255
00:07:07.832,0.789,0.253
00:07:07.84,0.730,0.251
00:07:07.848,0.655,0.251
00:07:07.856,0.555,0.253
00:07:07.864,0.395,0.257
00:07:07.872,0.289,0.266
00:07:07.88,0.260,0.280
00:07:07.888,0.275,0.301
00:07:07.896,0.289,0.331
00:07:07.904,0.296,0.369
00:07:07.912,0.305,0.413
00:07:07.92,0.320,0.464
00:07:07.928,0.350,0.516
00:07:09.944,0.415,0.365
00:07:09.952,0.420,0.361
00:07:09.96,0.415,0.357
00:07:09.968,0.420,0.355
00:07:09.976,0.420,0.353
00:07:09.984,0.420,0.350
00:07:09.992,0.430,0.348
00:07:10,0.430,0.345
00:07:10.008,0.435,0.343
00:07:10.016,0.440,0.340
00:07:10.024,0.445,0.337
00:07:10.032,0.450,0.335
00:07:10.04,0.461,0.332
00:07:10.048,0.461,0.330
00:07:10.056,0.466,0.329
00:07:10.064,0.466,0.327
00:07:10.072,0.470,0.326
00:07:10.08,0.470,0.325
00:07:10.088,0.475,0.323
00:07:10.096,0.470,0.322
00:07:10.104,0.470,0.321
00:07:10.112,0.470,0.320
00:07:10.12,0.450,0.318
00:07:10.128,0.466,0.315
00:07:10.136,0.515,0.314
00:07:10.144,0.615,0.313
00:07:10.152,0.745,0.311
00:07:10.16,0.850,0.311
00:07:10.168,0.890,0.311
00:07:10.176,0.874,0.310
00:07:10.184,0.810,0.309
00:07:10.192,0.789,0.308
00:07:10.2,0.720,0.307
00:07:10.208,0.650,0.306
00:07:10.216,0.530,0.307
00:07:10.224,0.365,0.309
00:07:10.232,0.270,0.315
00:07:10.24,0.255,0.324
00:07:10.248,0.275,0.343
00:07:10.256,0.296,0.363
00:07:10.264,0.300,0.380
00:07:10.272,0.310,0.408
00:07:10.28,0.325,0.452
00:07:10.288,0.350,0.494
00:07:17.176,0.475,0.294
00:07:17.184,0.480,0.293
00:07:17.192,0.480,0.293
00:07:17.2,0.480,0.293
00:07:17.208,0.475,0.292
00:07:17.216,0.470,0.292
00:07:17.224,0.470,0.292
00:07:17.232,0.470,0.293
00:07:17.24,0.470,0.294
00:07:17.248,0.470,0.294
00:07:17.256,0.470,0.294
00:07:17.264,0.466,0.293
